"fact_impact_sk","time_sk","zone_sk","mode_sk","weather_sk","event_sk","energie_kwh","co2_kg","pm25","no2","aqi_index","nb_accidents","nb_graves","nb_mortels","usagers_vulnerables","volume_crimes","taux_criminalite","bak_co2_kg","bak_nb_mortels","bak_volume_crimes","bak_aqi_index","bak_taux_criminalite","bak_pm25","bak_no2","bak_zone_sk","bak_mode_sk","bak_event_sk"
"16527","27721","6","2","238105","3","140.074","375.399","12.775","16.75","14.08","0","0","0","0","21","0.7","375.399","0","21","14.08","0.7","12.775","16.75","6","2","3"
"16528","27721","6","2","273169","3","140.074","375.399","12.775","16.75","14.08","0","0","0","0","21","0.7","375.399","0","21","14.08","0.7","12.775","16.75","6","2","3"
"16529","27721","6","2","308233","3","140.074","375.399","12.775","16.75","14.08","0","0","0","0","21","0.7","375.399","0","21","14.08","0.7","12.775","16.75","6","2","3"
"16530","27721","6","2","343297","3","140.074","375.399","12.775","16.75","14.08","0","0","0","0","21","0.7","375.399","0","21","14.08","0.7","12.775","16.75","6","2","3"
"16531","27721","6","6","27721","3","68.5773","183.787","12.775","16.75","14.08","0","0","0","0","21","0.7","183.787","0","21","14.08","0.7","12.775","16.75","6","0","3"
"16532","27721","6","6","62785","3","68.5773","183.787","12.775","16.75","14.08","0","0","0","0","21","0.7","183.787","0","21","14.08","0.7","12.775","16.75","6","0","3"
"16533","27721","6","6","97849","3","68.5773","183.787","12.775","16.75","14.08","0","0","0","0","21","0.7","183.787","0","21","14.08","0.7","12.775","16.75","6","0","3"
"16534","27721","6","6","132913","3","68.5773","183.787","12.775","16.75","14.08","0","0","0","0","21","0.7","183.787","0","21","14.08","0.7","12.775","16.75","6","0","3"
"16535","27721","6","6","167977","3","68.5773","183.787","12.775","16.75","14.08","0","0","0","0","21","0.7","183.787","0","21","14.08","0.7","12.775","16.75","6","0","3"
"16536","27721","6","6","203041","3","68.5773","183.787","12.775","16.75","14.08","0","0","0","0","21","0.7","183.787","0","21","14.08","0.7","12.775","16.75","6","0","3"
"16537","27721","6","6","238105","3","68.5773","183.787","12.775","16.75","14.08","0","0","0","0","21","0.7","183.787","0","21","14.08","0.7","12.775","16.75","6","0","3"
"16538","27721","6","6","273169","3","68.5773","183.787","12.775","16.75","14.08","0","0","0","0","21","0.7","183.787","0","21","14.08","0.7","12.775","16.75","6","0","3"
"16539","27721","6","6","308233","3","68.5773","183.787","12.775","16.75","14.08","0","0","0","0","21","0.7","183.787","0","21","14.08","0.7","12.775","16.75","6","0","3"
"16540","27721","6","6","343297","3","68.5773","183.787","12.775","16.75","14.08","0","0","0","0","21","0.7","183.787","0","21","14.08","0.7","12.775","16.75","6","0","3"
"16541","27721","6","3","27721","3","37.5413","1.877","12.775","16.75","14.08","0","0","0","0","21","0.7","1.877","0","21","14.08","0.7","12.775","16.75","6","3","3"
"16542","27721","6","3","62785","3","37.5413","1.877","12.775","16.75","14.08","0","0","0","0","21","0.7","1.877","0","21","14.08","0.7","12.775","16.75","6","3","3"
"16543","27721","6","3","97849","3","37.5413","1.877","12.775","16.75","14.08","0","0","0","0","21","0.7","1.877","0","21","14.08","0.7","12.775","16.75","6","3","3"
"16544","27721","6","3","132913","3","37.5413","1.877","12.775","16.75","14.08","0","0","0","0","21","0.7","1.877","0","21","14.08","0.7","12.775","16.75","6","3","3"
"16545","27721","6","3","167977","3","37.5413","1.877","12.775","16.75","14.08","0","0","0","0","21","0.7","1.877","0","21","14.08","0.7","12.775","16.75","6","3","3"
"16546","27721","6","3","203041","3","37.5413","1.877","12.775","16.75","14.08","0","0","0","0","21","0.7","1.877","0","21","14.08","0.7","12.775","16.75","6","3","3"
"16547","27721","6","3","238105","3","37.5413","1.877","12.775","16.75","14.08","0","0","0","0","21","0.7","1.877","0","21","14.08","0.7","12.775","16.75","6","3","3"
"16548","27721","6","3","273169","3","37.5413","1.877","12.775","16.75","14.08","0","0","0","0","21","0.7","1.877","0","21","14.08","0.7","12.775","16.75","6","3","3"
"16549","27721","6","3","308233","3","37.5413","1.877","12.775","16.75","14.08","0","0","0","0","21","0.7","1.877","0","21","14.08","0.7","12.775","16.75","6","3","3"
"16550","27721","6","3","343297","3","37.5413","1.877","12.775","16.75","14.08","0","0","0","0","21","0.7","1.877","0","21","14.08","0.7","12.775","16.75","6","3","3"
"16551","27721","6","5","27721","3","67.238","3.362","12.775","16.75","14.08","0","0","0","0","21","0.7","3.362","0","21","14.08","0.7","12.775","16.75","6","5","3"
"16552","27721","6","5","62785","3","67.238","3.362","12.775","16.75","14.08","0","0","0","0","21","0.7","3.362","0","21","14.08","0.7","12.775","16.75","6","5","3"
"16553","27721","6","5","97849","3","67.238","3.362","12.775","16.75","14.08","0","0","0","0","21","0.7","3.362","0","21","14.08","0.7","12.775","16.75","6","5","3"
"16554","27721","6","5","132913","3","67.238","3.362","12.775","16.75","14.08","0","0","0","0","21","0.7","3.362","0","21","14.08","0.7","12.775","16.75","6","5","3"
"16555","27721","6","5","167977","3","67.238","3.362","12.775","16.75","14.08","0","0","0","0","21","0.7","3.362","0","21","14.08","0.7","12.775","16.75","6","5","3"
"16556","27721","6","5","203041","3","67.238","3.362","12.775","16.75","14.08","0","0","0","0","21","0.7","3.362","0","21","14.08","0.7","12.775","16.75","6","5","3"
"16557","27721","6","5","238105","3","67.238","3.362","12.775","16.75","14.08","0","0","0","0","21","0.7","3.362","0","21","14.08","0.7","12.775","16.75","6","5","3"
"16558","27721","6","5","273169","3","67.238","3.362","12.775","16.75","14.08","0","0","0","0","21","0.7","3.362","0","21","14.08","0.7","12.775","16.75","6","5","3"
"16559","27721","6","5","308233","3","67.238","3.362","12.775","16.75","14.08","0","0","0","0","21","0.7","3.362","0","21","14.08","0.7","12.775","16.75","6","5","3"
"16560","27721","6","5","343297","3","67.238","3.362","12.775","16.75","14.08","0","0","0","0","21","0.7","3.362","0","21","14.08","0.7","12.775","16.75","6","5","3"
"16561","27721","7","2","27721","3","124.315","6.216","17.6525","34.96","24.7665","0","0","0","0","29","0.879","6.216","0","29","24.7665","0.879","17.6525","34.96","7","2","3"
"16562","27721","7","2","62785","3","124.315","6.216","17.6525","34.96","24.7665","0","0","0","0","29","0.879","6.216","0","29","24.7665","0.879","17.6525","34.96","7","2","3"
"16563","27721","7","2","97849","3","124.315","6.216","17.6525","34.96","24.7665","0","0","0","0","29","0.879","6.216","0","29","24.7665","0.879","17.6525","34.96","7","2","3"
"16564","27721","7","2","132913","3","124.315","6.216","17.6525","34.96","24.7665","0","0","0","0","29","0.879","6.216","0","29","24.7665","0.879","17.6525","34.96","7","2","3"
"16565","27721","7","2","167977","3","124.315","6.216","17.6525","34.96","24.7665","0","0","0","0","29","0.879","6.216","0","29","24.7665","0.879","17.6525","34.96","7","2","3"
"16566","27721","7","2","203041","3","124.315","6.216","17.6525","34.96","24.7665","0","0","0","0","29","0.879","6.216","0","29","24.7665","0.879","17.6525","34.96","7","2","3"
"16567","27721","7","2","238105","3","124.315","6.216","17.6525","34.96","24.7665","0","0","0","0","29","0.879","6.216","0","29","24.7665","0.879","17.6525","34.96","7","2","3"
"16568","27721","7","2","273169","3","124.315","6.216","17.6525","34.96","24.7665","0","0","0","0","29","0.879","6.216","0","29","24.7665","0.879","17.6525","34.96","7","2","3"
"16569","27721","7","2","308233","3","124.315","6.216","17.6525","34.96","24.7665","0","0","0","0","29","0.879","6.216","0","29","24.7665","0.879","17.6525","34.96","7","2","3"
"16570","27721","7","2","343297","3","124.315","6.216","17.6525","34.96","24.7665","0","0","0","0","29","0.879","6.216","0","29","24.7665","0.879","17.6525","34.96","7","2","3"
"16571","27721","7","6","27721","3","24.152","64.727","17.6525","34.96","24.7665","0","0","0","0","29","0.879","64.727","0","29","24.7665","0.879","17.6525","34.96","7","0","3"
"16572","27721","7","6","62785","3","24.152","64.727","17.6525","34.96","24.7665","0","0","0","0","29","0.879","64.727","0","29","24.7665","0.879","17.6525","34.96","7","0","3"
"16573","27721","7","6","97849","3","24.152","64.727","17.6525","34.96","24.7665","0","0","0","0","29","0.879","64.727","0","29","24.7665","0.879","17.6525","34.96","7","0","3"
"16574","27721","7","6","132913","3","24.152","64.727","17.6525","34.96","24.7665","0","0","0","0","29","0.879","64.727","0","29","24.7665","0.879","17.6525","34.96","7","0","3"
"16575","27721","7","6","167977","3","24.152","64.727","17.6525","34.96","24.7665","0","0","0","0","29","0.879","64.727","0","29","24.7665","0.879","17.6525","34.96","7","0","3"
"16576","27721","7","6","203041","3","24.152","64.727","17.6525","34.96","24.7665","0","0","0","0","29","0.879","64.727","0","29","24.7665","0.879","17.6525","34.96","7","0","3"
"16577","27721","7","6","238105","3","24.152","64.727","17.6525","34.96","24.7665","0","0","0","0","29","0.879","64.727","0","29","24.7665","0.879","17.6525","34.96","7","0","3"
"16578","27721","7","6","273169","3","24.152","64.727","17.6525","34.96","24.7665","0","0","0","0","29","0.879","64.727","0","29","24.7665","0.879","17.6525","34.96","7","0","3"
"16579","27721","7","6","308233","3","24.152","64.727","17.6525","34.96","24.7665","0","0","0","0","29","0.879","64.727","0","29","24.7665","0.879","17.6525","34.96","7","0","3"
"16580","27721","7","6","343297","3","24.152","64.727","17.6525","34.96","24.7665","0","0","0","0","29","0.879","64.727","0","29","24.7665","0.879","17.6525","34.96","7","0","3"
"16581","27721","7","3","27721","3","74.9667","3.748","17.6525","34.96","24.7665","0","0","0","0","29","0.879","3.748","0","29","24.7665","0.879","17.6525","34.96","7","3","3"
"16582","27721","7","3","62785","3","74.9667","3.748","17.6525","34.96","24.7665","0","0","0","0","29","0.879","3.748","0","29","24.7665","0.879","17.6525","34.96","7","3","3"
"16583","27721","7","3","97849","3","74.9667","3.748","17.6525","34.96","24.7665","0","0","0","0","29","0.879","3.748","0","29","24.7665","0.879","17.6525","34.96","7","3","3"
"16584","27721","7","3","132913","3","74.9667","3.748","17.6525","34.96","24.7665","0","0","0","0","29","0.879","3.748","0","29","24.7665","0.879","17.6525","34.96","7","3","3"
"16585","27721","7","3","167977","3","74.9667","3.748","17.6525","34.96","24.7665","0","0","0","0","29","0.879","3.748","0","29","24.7665","0.879","17.6525","34.96","7","3","3"
"16586","27721","7","3","203041","3","74.9667","3.748","17.6525","34.96","24.7665","0","0","0","0","29","0.879","3.748","0","29","24.7665","0.879","17.6525","34.96","7","3","3"
"16587","27721","7","3","238105","3","74.9667","3.748","17.6525","34.96","24.7665","0","0","0","0","29","0.879","3.748","0","29","24.7665","0.879","17.6525","34.96","7","3","3"
"16588","27721","7","3","273169","3","74.9667","3.748","17.6525","34.96","24.7665","0","0","0","0","29","0.879","3.748","0","29","24.7665","0.879","17.6525","34.96","7","3","3"
"16589","27721","7","3","308233","3","74.9667","3.748","17.6525","34.96","24.7665","0","0","0","0","29","0.879","3.748","0","29","24.7665","0.879","17.6525","34.96","7","3","3"
"16590","27721","7","3","343297","3","74.9667","3.748","17.6525","34.96","24.7665","0","0","0","0","29","0.879","3.748","0","29","24.7665","0.879","17.6525","34.96","7","3","3"
"16591","27721","7","5","27721","3","86.347","4.317","17.6525","34.96","24.7665","0","0","0","0","29","0.879","4.317","0","29","24.7665","0.879","17.6525","34.96","7","5","3"
"16592","27721","7","5","62785","3","86.347","4.317","17.6525","34.96","24.7665","0","0","0","0","29","0.879","4.317","0","29","24.7665","0.879","17.6525","34.96","7","5","3"
"16593","27721","7","5","97849","3","86.347","4.317","17.6525","34.96","24.7665","0","0","0","0","29","0.879","4.317","0","29","24.7665","0.879","17.6525","34.96","7","5","3"
"16594","27721","7","5","132913","3","86.347","4.317","17.6525","34.96","24.7665","0","0","0","0","29","0.879","4.317","0","29","24.7665","0.879","17.6525","34.96","7","5","3"
"16595","27721","7","5","167977","3","86.347","4.317","17.6525","34.96","24.7665","0","0","0","0","29","0.879","4.317","0","29","24.7665","0.879","17.6525","34.96","7","5","3"
"16596","27721","7","5","203041","3","86.347","4.317","17.6525","34.96","24.7665","0","0","0","0","29","0.879","4.317","0","29","24.7665","0.879","17.6525","34.96","7","5","3"
"16597","27721","7","5","238105","3","86.347","4.317","17.6525","34.96","24.7665","0","0","0","0","29","0.879","4.317","0","29","24.7665","0.879","17.6525","34.96","7","5","3"
"16598","27721","7","5","273169","3","86.347","4.317","17.6525","34.96","24.7665","0","0","0","0","29","0.879","4.317","0","29","24.7665","0.879","17.6525","34.96","7","5","3"
"16599","27721","7","5","308233","3","86.347","4.317","17.6525","34.96","24.7665","0","0","0","0","29","0.879","4.317","0","29","24.7665","0.879","17.6525","34.96","7","5","3"
"16600","27721","7","5","343297","3","86.347","4.317","17.6525","34.96","24.7665","0","0","0","0","29","0.879","4.317","0","29","24.7665","0.879","17.6525","34.96","7","5","3"
"16601","27721","8","2","27721","3","104.051","5.203","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.203","0","24","27.74","0.857","19.1","35.6167","8","2","3"
"16602","27721","8","2","62785","3","104.051","5.203","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.203","0","24","27.74","0.857","19.1","35.6167","8","2","3"
"16603","27721","8","2","97849","3","104.051","5.203","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.203","0","24","27.74","0.857","19.1","35.6167","8","2","3"
"16604","27721","8","2","132913","3","104.051","5.203","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.203","0","24","27.74","0.857","19.1","35.6167","8","2","3"
"16605","27721","8","2","167977","3","104.051","5.203","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.203","0","24","27.74","0.857","19.1","35.6167","8","2","3"
"16606","27721","8","2","203041","3","104.051","5.203","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.203","0","24","27.74","0.857","19.1","35.6167","8","2","3"
"16607","27721","8","2","238105","3","104.051","5.203","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.203","0","24","27.74","0.857","19.1","35.6167","8","2","3"
"16608","27721","8","2","273169","3","104.051","5.203","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.203","0","24","27.74","0.857","19.1","35.6167","8","2","3"
"16609","27721","8","2","308233","3","104.051","5.203","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.203","0","24","27.74","0.857","19.1","35.6167","8","2","3"
"16610","27721","8","2","343297","3","104.051","5.203","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.203","0","24","27.74","0.857","19.1","35.6167","8","2","3"
"16611","27721","8","6","27721","3","6.6","17.688","19.1","35.6167","27.74","1","0","0","0","24","0.857","17.688","0","24","27.74","0.857","19.1","35.6167","8","0","3"
"16612","27721","8","6","62785","3","6.6","17.688","19.1","35.6167","27.74","1","0","0","0","24","0.857","17.688","0","24","27.74","0.857","19.1","35.6167","8","0","3"
"16613","27721","8","6","97849","3","6.6","17.688","19.1","35.6167","27.74","1","0","0","0","24","0.857","17.688","0","24","27.74","0.857","19.1","35.6167","8","0","3"
"16614","27721","8","6","132913","3","6.6","17.688","19.1","35.6167","27.74","1","0","0","0","24","0.857","17.688","0","24","27.74","0.857","19.1","35.6167","8","0","3"
"16615","27721","8","6","167977","3","6.6","17.688","19.1","35.6167","27.74","1","0","0","0","24","0.857","17.688","0","24","27.74","0.857","19.1","35.6167","8","0","3"
"16616","27721","8","6","203041","3","6.6","17.688","19.1","35.6167","27.74","1","0","0","0","24","0.857","17.688","0","24","27.74","0.857","19.1","35.6167","8","0","3"
"16617","27721","8","6","238105","3","6.6","17.688","19.1","35.6167","27.74","1","0","0","0","24","0.857","17.688","0","24","27.74","0.857","19.1","35.6167","8","0","3"
"16618","27721","8","6","273169","3","6.6","17.688","19.1","35.6167","27.74","1","0","0","0","24","0.857","17.688","0","24","27.74","0.857","19.1","35.6167","8","0","3"
"16619","27721","8","6","308233","3","6.6","17.688","19.1","35.6167","27.74","1","0","0","0","24","0.857","17.688","0","24","27.74","0.857","19.1","35.6167","8","0","3"
"16620","27721","8","6","343297","3","6.6","17.688","19.1","35.6167","27.74","1","0","0","0","24","0.857","17.688","0","24","27.74","0.857","19.1","35.6167","8","0","3"
"16621","27721","8","3","27721","3","103.711","5.186","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.186","0","24","27.74","0.857","19.1","35.6167","8","3","3"
"16622","27721","8","3","62785","3","103.711","5.186","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.186","0","24","27.74","0.857","19.1","35.6167","8","3","3"
"16623","27721","8","3","97849","3","103.711","5.186","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.186","0","24","27.74","0.857","19.1","35.6167","8","3","3"
"16624","27721","8","3","132913","3","103.711","5.186","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.186","0","24","27.74","0.857","19.1","35.6167","8","3","3"
"16625","27721","8","3","167977","3","103.711","5.186","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.186","0","24","27.74","0.857","19.1","35.6167","8","3","3"
"16626","27721","8","3","203041","3","103.711","5.186","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.186","0","24","27.74","0.857","19.1","35.6167","8","3","3"
"16627","27721","8","3","238105","3","103.711","5.186","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.186","0","24","27.74","0.857","19.1","35.6167","8","3","3"
"16628","27721","8","3","273169","3","103.711","5.186","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.186","0","24","27.74","0.857","19.1","35.6167","8","3","3"
"16629","27721","8","3","308233","3","103.711","5.186","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.186","0","24","27.74","0.857","19.1","35.6167","8","3","3"
"16630","27721","8","3","343297","3","103.711","5.186","19.1","35.6167","27.74","1","0","0","0","24","0.857","5.186","0","24","27.74","0.857","19.1","35.6167","8","3","3"
"16631","27721","8","5","27721","3","53.055","2.653","19.1","35.6167","27.74","1","0","0","0","24","0.857","2.653","0","24","27.74","0.857","19.1","35.6167","8","5","3"
"16632","27721","8","5","62785","3","53.055","2.653","19.1","35.6167","27.74","1","0","0","0","24","0.857","2.653","0","24","27.74","0.857","19.1","35.6167","8","5","3"
"16633","27721","8","5","97849","3","53.055","2.653","19.1","35.6167","27.74","1","0","0","0","24","0.857","2.653","0","24","27.74","0.857","19.1","35.6167","8","5","3"
"16634","27721","8","5","132913","3","53.055","2.653","19.1","35.6167","27.74","1","0","0","0","24","0.857","2.653","0","24","27.74","0.857","19.1","35.6167","8","5","3"
"16635","27721","8","5","167977","3","53.055","2.653","19.1","35.6167","27.74","1","0","0","0","24","0.857","2.653","0","24","27.74","0.857","19.1","35.6167","8","5","3"
"16636","27721","8","5","203041","3","53.055","2.653","19.1","35.6167","27.74","1","0","0","0","24","0.857","2.653","0","24","27.74","0.857","19.1","35.6167","8","5","3"
"16637","27721","8","5","238105","3","53.055","2.653","19.1","35.6167","27.74","1","0","0","0","24","0.857","2.653","0","24","27.74","0.857","19.1","35.6167","8","5","3"
"16638","27721","8","5","273169","3","53.055","2.653","19.1","35.6167","27.74","1","0","0","0","24","0.857","2.653","0","24","27.74","0.857","19.1","35.6167","8","5","3"
"16639","27721","8","5","308233","3","53.055","2.653","19.1","35.6167","27.74","1","0","0","0","24","0.857","2.653","0","24","27.74","0.857","19.1","35.6167","8","5","3"
"16640","27721","8","5","343297","3","53.055","2.653","19.1","35.6167","27.74","1","0","0","0","24","0.857","2.653","0","24","27.74","0.857","19.1","35.6167","8","5","3"
"16641","27721","9","2","27721","3","125.877","6.294","7.525","30.9875","18.191","0","0","0","0","28","0.8","6.294","0","28","18.191","0.8","7.525","30.9875","9","2","3"
"16642","27721","9","2","62785","3","125.877","6.294","7.525","30.9875","18.191","0","0","0","0","28","0.8","6.294","0","28","18.191","0.8","7.525","30.9875","9","2","3"
"16643","27721","9","2","97849","3","125.877","6.294","7.525","30.9875","18.191","0","0","0","0","28","0.8","6.294","0","28","18.191","0.8","7.525","30.9875","9","2","3"
"16644","27721","9","2","132913","3","125.877","6.294","7.525","30.9875","18.191","0","0","0","0","28","0.8","6.294","0","28","18.191","0.8","7.525","30.9875","9","2","3"
"16645","27721","9","2","167977","3","125.877","6.294","7.525","30.9875","18.191","0","0","0","0","28","0.8","6.294","0","28","18.191","0.8","7.525","30.9875","9","2","3"
"16646","27721","9","2","203041","3","125.877","6.294","7.525","30.9875","18.191","0","0","0","0","28","0.8","6.294","0","28","18.191","0.8","7.525","30.9875","9","2","3"
"16647","27721","9","2","238105","3","125.877","6.294","7.525","30.9875","18.191","0","0","0","0","28","0.8","6.294","0","28","18.191","0.8","7.525","30.9875","9","2","3"
"16648","27721","9","2","273169","3","125.877","6.294","7.525","30.9875","18.191","0","0","0","0","28","0.8","6.294","0","28","18.191","0.8","7.525","30.9875","9","2","3"
"16649","27721","9","2","308233","3","125.877","6.294","7.525","30.9875","18.191","0","0","0","0","28","0.8","6.294","0","28","18.191","0.8","7.525","30.9875","9","2","3"
"16650","27721","9","2","343297","3","125.877","6.294","7.525","30.9875","18.191","0","0","0","0","28","0.8","6.294","0","28","18.191","0.8","7.525","30.9875","9","2","3"
"16651","27721","9","6","27721","3","21.576","57.824","7.525","30.9875","18.191","0","0","0","0","28","0.8","57.824","0","28","18.191","0.8","7.525","30.9875","9","0","3"
"16652","27721","9","6","62785","3","21.576","57.824","7.525","30.9875","18.191","0","0","0","0","28","0.8","57.824","0","28","18.191","0.8","7.525","30.9875","9","0","3"
"16653","27721","9","6","97849","3","21.576","57.824","7.525","30.9875","18.191","0","0","0","0","28","0.8","57.824","0","28","18.191","0.8","7.525","30.9875","9","0","3"
"16654","27721","9","6","132913","3","21.576","57.824","7.525","30.9875","18.191","0","0","0","0","28","0.8","57.824","0","28","18.191","0.8","7.525","30.9875","9","0","3"
"16655","27721","9","6","167977","3","21.576","57.824","7.525","30.9875","18.191","0","0","0","0","28","0.8","57.824","0","28","18.191","0.8","7.525","30.9875","9","0","3"
"16656","27721","9","6","203041","3","21.576","57.824","7.525","30.9875","18.191","0","0","0","0","28","0.8","57.824","0","28","18.191","0.8","7.525","30.9875","9","0","3"
"16657","27721","9","6","238105","3","21.576","57.824","7.525","30.9875","18.191","0","0","0","0","28","0.8","57.824","0","28","18.191","0.8","7.525","30.9875","9","0","3"
"16658","27721","9","6","273169","3","21.576","57.824","7.525","30.9875","18.191","0","0","0","0","28","0.8","57.824","0","28","18.191","0.8","7.525","30.9875","9","0","3"
"16659","27721","9","6","308233","3","21.576","57.824","7.525","30.9875","18.191","0","0","0","0","28","0.8","57.824","0","28","18.191","0.8","7.525","30.9875","9","0","3"
"16660","27721","9","6","343297","3","21.576","57.824","7.525","30.9875","18.191","0","0","0","0","28","0.8","57.824","0","28","18.191","0.8","7.525","30.9875","9","0","3"
"16661","27721","9","3","27721","3","104.932","5.247","7.525","30.9875","18.191","0","0","0","0","28","0.8","5.247","0","28","18.191","0.8","7.525","30.9875","9","3","3"
"16662","27721","9","3","62785","3","104.932","5.247","7.525","30.9875","18.191","0","0","0","0","28","0.8","5.247","0","28","18.191","0.8","7.525","30.9875","9","3","3"
"16663","27721","9","3","97849","3","104.932","5.247","7.525","30.9875","18.191","0","0","0","0","28","0.8","5.247","0","28","18.191","0.8","7.525","30.9875","9","3","3"
"16664","27721","9","3","132913","3","104.932","5.247","7.525","30.9875","18.191","0","0","0","0","28","0.8","5.247","0","28","18.191","0.8","7.525","30.9875","9","3","3"
"16665","27721","9","3","167977","3","104.932","5.247","7.525","30.9875","18.191","0","0","0","0","28","0.8","5.247","0","28","18.191","0.8","7.525","30.9875","9","3","3"
"16666","27721","9","3","203041","3","104.932","5.247","7.525","30.9875","18.191","0","0","0","0","28","0.8","5.247","0","28","18.191","0.8","7.525","30.9875","9","3","3"
"16667","27721","9","3","238105","3","104.932","5.247","7.525","30.9875","18.191","0","0","0","0","28","0.8","5.247","0","28","18.191","0.8","7.525","30.9875","9","3","3"
"16668","27721","9","3","273169","3","104.932","5.247","7.525","30.9875","18.191","0","0","0","0","28","0.8","5.247","0","28","18.191","0.8","7.525","30.9875","9","3","3"
"16669","27721","9","3","308233","3","104.932","5.247","7.525","30.9875","18.191","0","0","0","0","28","0.8","5.247","0","28","18.191","0.8","7.525","30.9875","9","3","3"
"16670","27721","9","3","343297","3","104.932","5.247","7.525","30.9875","18.191","0","0","0","0","28","0.8","5.247","0","28","18.191","0.8","7.525","30.9875","9","3","3"
"16671","27721","9","5","27721","3","80.926","4.046","7.525","30.9875","18.191","0","0","0","0","28","0.8","4.046","0","28","18.191","0.8","7.525","30.9875","9","5","3"
"16672","27721","9","5","62785","3","80.926","4.046","7.525","30.9875","18.191","0","0","0","0","28","0.8","4.046","0","28","18.191","0.8","7.525","30.9875","9","5","3"
"16673","27721","9","5","97849","3","80.926","4.046","7.525","30.9875","18.191","0","0","0","0","28","0.8","4.046","0","28","18.191","0.8","7.525","30.9875","9","5","3"
"16674","27721","9","5","132913","3","80.926","4.046","7.525","30.9875","18.191","0","0","0","0","28","0.8","4.046","0","28","18.191","0.8","7.525","30.9875","9","5","3"
"16675","27721","9","5","167977","3","80.926","4.046","7.525","30.9875","18.191","0","0","0","0","28","0.8","4.046","0","28","18.191","0.8","7.525","30.9875","9","5","3"
"16676","27721","9","5","203041","3","80.926","4.046","7.525","30.9875","18.191","0","0","0","0","28","0.8","4.046","0","28","18.191","0.8","7.525","30.9875","9","5","3"
"16677","27721","9","5","238105","3","80.926","4.046","7.525","30.9875","18.191","0","0","0","0","28","0.8","4.046","0","28","18.191","0.8","7.525","30.9875","9","5","3"
"16678","27721","9","5","273169","3","80.926","4.046","7.525","30.9875","18.191","0","0","0","0","28","0.8","4.046","0","28","18.191","0.8","7.525","30.9875","9","5","3"
"16679","27721","9","5","308233","3","80.926","4.046","7.525","30.9875","18.191","0","0","0","0","28","0.8","4.046","0","28","18.191","0.8","7.525","30.9875","9","5","3"
"16680","27721","9","5","343297","3","80.926","4.046","7.525","30.9875","18.191","0","0","0","0","28","0.8","4.046","0","28","18.191","0.8","7.525","30.9875","9","5","3"
"16681","27721","10","2","27721","3","161.37","8.068","12.905","39.495","19.64","0","0","0","0","26","0.812","8.068","0","26","19.64","0.812","12.905","39.495","10","2","3"
"16682","27721","10","2","62785","3","161.37","8.068","12.905","39.495","19.64","0","0","0","0","26","0.812","8.068","0","26","19.64","0.812","12.905","39.495","10","2","3"
"16683","27721","10","2","97849","3","161.37","8.068","12.905","39.495","19.64","0","0","0","0","26","0.812","8.068","0","26","19.64","0.812","12.905","39.495","10","2","3"
"16684","27721","10","2","132913","3","161.37","8.068","12.905","39.495","19.64","0","0","0","0","26","0.812","8.068","0","26","19.64","0.812","12.905","39.495","10","2","3"
"16685","27721","10","2","167977","3","161.37","8.068","12.905","39.495","19.64","0","0","0","0","26","0.812","8.068","0","26","19.64","0.812","12.905","39.495","10","2","3"
"16686","27721","10","2","203041","3","161.37","8.068","12.905","39.495","19.64","0","0","0","0","26","0.812","8.068","0","26","19.64","0.812","12.905","39.495","10","2","3"
"16687","27721","10","2","238105","3","161.37","8.068","12.905","39.495","19.64","0","0","0","0","26","0.812","8.068","0","26","19.64","0.812","12.905","39.495","10","2","3"
"16688","27721","10","2","273169","3","161.37","8.068","12.905","39.495","19.64","0","0","0","0","26","0.812","8.068","0","26","19.64","0.812","12.905","39.495","10","2","3"
"16689","27721","10","2","308233","3","161.37","8.068","12.905","39.495","19.64","0","0","0","0","26","0.812","8.068","0","26","19.64","0.812","12.905","39.495","10","2","3"
"16690","27721","10","2","343297","3","161.37","8.068","12.905","39.495","19.64","0","0","0","0","26","0.812","8.068","0","26","19.64","0.812","12.905","39.495","10","2","3"
"16691","27721","10","6","27721","3","24.2227","64.917","12.905","39.495","19.64","0","0","0","0","26","0.812","64.917","0","26","19.64","0.812","12.905","39.495","10","0","3"
"16692","27721","10","6","62785","3","24.2227","64.917","12.905","39.495","19.64","0","0","0","0","26","0.812","64.917","0","26","19.64","0.812","12.905","39.495","10","0","3"
