"fact_mob_sk","time_sk","zone_sk","line_sk","mode_sk","event_sk","stop_sk","weather_sk","annule","charge_estimee","vitesse_kmh","temps_trajet_min","congestion_index","stress_1_5","satisfaction_1_5","bak_vitesse_kmh","bak_temps_trajet_min","bak_stress_1_5","bak_weather_sk"
"3633","29179","2","10","2",NULL,"61",NULL,"0","68","39.19","16.34","1","2","2","39.19","16.34","2","0"
"3634","20739","9","2","3",NULL,"149",NULL,"0","29","28.2","26.61","2","2","2","28.2","26.61","2","0"
"3635","29446","6","3","5",NULL,"116",NULL,"0","35","40.24","17.95","1","4","3","40.24","2271","4","0"
"3636","21913","2","4","3",NULL,"178","92041","0","0","27.65","12.37","2","3","2","3001","12.37","3","92041"
"3637","26705","9","5","1",NULL,"89",NULL,"0","29","27.65","17.95","2","1","2","2662","2343","1","0"
"3638","8191","6","5","4",NULL,"80",NULL,"0","18","36.08","17.95","1","2","3","36.08","1813","2","0"
"3639","3591","7","14","3",NULL,"84",NULL,"0","65","27.47","31.05","2","1","2","27.47","31.05","1","0"
"3640","7430","4","2","2",NULL,"155",NULL,"0","40","27.65","17.95","1","4","1","3565","1157","4","0"
"3641","30519","1","7","2",NULL,"69",NULL,"0","38","15.44","17.95","3","3","4","15.44","1092","3","0"
"3642","23741","3","5","2",NULL,"84",NULL,"0","69","35.53","17.95","1","3","2","35.53","2135","3","0"
"3643","1442","9","12","5",NULL,"82",NULL,"0","54","14.77","14.38","4","4","2","14.77","14.38","4","0"
"3644","2422","5","11","1",NULL,"83",NULL,"0","34","29.8","15.73","2","3","2","29.8","15.73","3","0"
"3645","20224","5","3","1",NULL,"138",NULL,"1","68","22.74","17.95","3","1","4","22.74","2875","1","0"
"3646","33469","7","13","2",NULL,"73",NULL,"0","89","27.65","17.95","2",NULL,"3","2598","2052","0","0"
"3647","23325","3","5","3",NULL,"15",NULL,"0","62","27.65","10.35","4","3","3","1387","10.35","3","0"
"3648","20348","1","7","3",NULL,"64",NULL,"0","39","24.95","24.35","3","2","3","24.95","24.35","2","0"
"3649","34704","8","3","1",NULL,"27",NULL,"0","42","24.55","20.11","3","2","3","24.55","20.11","2","0"
"3650","33539","3","10","4",NULL,"26",NULL,"0","44","23.99","17.95","3","2","2","23.99","1624","2","0"
"3651","6788","4","2","3",NULL,"102",NULL,"0","18","27.65","24.33","4","4","2","1352","24.33","4","0"
"3652","6788","3","2","2",NULL,"102",NULL,"0","18","27.65","17.95","1","4","2","3520","2141","4","0"
"3653","7535","10","14","1",NULL,"77",NULL,"0","41","27.65","17.95","3","2","4","2060","1360","2","0"
"3654","32082","4","4","2",NULL,"142",NULL,"0","50","28.57","17.95","2","2","3","28.57","2496","2","0"
"3655","4376","8","2","3",NULL,"15",NULL,"0","58","27.65","17.95","1","2","2","3549","1957","2","0"
"3656","1184","1","13","1",NULL,"147",NULL,"0","63","27.65","22.55","2","3","3","2707","22.55","3","0"
"3657","18112","10","4","2",NULL,"173",NULL,"0","31","27.65","17.95","2","4","2","3418","2673","4","0"
"3658","22977","10","12","1",NULL,"69",NULL,"0","62","27.65","17.94","2","2","4","2952","17.94","2","0"
"3659","26911","6","7","5",NULL,"99",NULL,"0","23","27.65","14.79","2","2","2","2842","14.79","2","0"
"3660","12863","10","12","3",NULL,"93",NULL,"0","36","31.74","17.95","2","2","4","31.74","2967","2","0"
"3661","8775","10","3","4",NULL,"100",NULL,"0","51","27.65","15.58","2","2","3","3006","15.58","2","0"
"3662","9730","2","15","2",NULL,"16",NULL,"0","12","27.65","18.15","3","3","1","2217","18.15","3","0"
"3663","21114","10","8","1",NULL,"54",NULL,"0","44","41.87","23.63","1","1","2","41.87","23.63","1","0"
"3664","20321","6","15","3",NULL,"23",NULL,"0","28","37.29","17.95","1","3","2","37.29","2293","3","0"
"3665","7516","7","4","1",NULL,"154",NULL,"0","48","20.69","13.7","3","3","2","20.69","13.7","3","0"
"3666","6767","4","3","3",NULL,"113",NULL,"0","28","27.65","17.03","3","1","3","2443","17.03","1","0"
"3667","3778","10","2","4",NULL,"178",NULL,"0","27","27.65","21.4","2","5","2","2853","21.4","5","0"
"3668","15979","5","3","2",NULL,"180",NULL,"0","12","48.53","17.95","1","2","2","48.53","3026","2","0"
"3669","30393","1","5","3",NULL,"50",NULL,"0","37","18.12","24.52","3","1","3","18.12","24.52","1","0"
"3670","2433","2","4","5",NULL,"102",NULL,"0","38","27.65","17.5","3","3","3","1681","17.5","3","0"
"3671","21451","10","10","3",NULL,"152",NULL,"0","69","27.65","15.28","3","3","3","1515","15.28","3","0"
"3672","13073","10","11","2",NULL,"58",NULL,"0","43","34.81","14.36","2","4","3","34.81","14.36","4","0"
"3673","4007","8","8","1",NULL,"126",NULL,"0","45","27.65","17.95","2","4","2","3295","1611","4","0"
"3674","28042","1","10","1",NULL,"59",NULL,"0","77","27.65","17.95","1","2","2","3519","1755","2","0"
"3675","7597","5","3","2",NULL,"68",NULL,"0","56","27.65","13.13","4","2","1","1450","13.13","2","0"
"3676","18701","10","15","4",NULL,"90",NULL,"0","31","34.3","19.98","2",NULL,"2","34.3","19.98","0","0"
"3677","18701","9","15","2",NULL,"90",NULL,"0","31","23.52","17.95","3","2","1","23.52","2025","2","0"
"3678","1181","9","5","5",NULL,"148",NULL,"0","7","27.65","17.95","1","2","3","3924","2344","2","0"
"3679","14650","10","13","3",NULL,"50",NULL,"0","59","27.65","7.94","3","2","1","2360","7.94","2","0"
"3680","26175","2","13","3",NULL,"61",NULL,"0","61","27.65","17.95","1","2","3","4256","1720","2","0"
"3681","26175","10","13","3",NULL,"61",NULL,"0","61","27.65","17.95","3","1","1","1536","1437","1","0"
"3682","30487","8","5","2",NULL,"101",NULL,"0","10","27.65","13.64","2","3","3","3332","13.64","3","0"
"3683","26526","8","5","2",NULL,"178",NULL,"0","39","23.08","17.95","3","2","1","23.08","1656","2","0"
"3684","2418","7","12","3",NULL,"116",NULL,"0","45","33.91","17.95","2","3","2","33.91","1942","3","0"
"3685","16274","8","11","5",NULL,"97",NULL,"0","59","20.22","6.43","3","3","1","20.22","6.43","3","0"
"3686","29842","4","15","5",NULL,"13",NULL,"0","38","27.65","21.9","3","3","2","2281","21.9","3","0"
"3687","9807","5","12","2",NULL,"179",NULL,"0","36","27.65","17.95","3","4","3","1528","2637","4","0"
"3688","5923","7","8","3",NULL,"148",NULL,"0","85","24.82","18.34","3","3","3","24.82","18.34","3","0"
"3689","4890","10","4","2",NULL,"29",NULL,"0","38","27.65","12.12","2","1","4","3157","12.12","1","0"
"3690","31262","1","12","3",NULL,"87",NULL,"0","29","27.65","17.95","2","2","3","2749","1583","2","0"
"3691","17245","2","3","1",NULL,"178",NULL,"0","34","34.55","16.74","2","4","2","34.55","16.74","4","0"
"3692","5570","9","1","3",NULL,"178",NULL,"0","35","27.65","14.84","1","2","4","3839","14.84","2","0"
"3693","23570","3","5","3",NULL,"40",NULL,"0","0","27.65","17.95","3","3","4","1740","2182","3","0"
"3694","8585","2","4","1",NULL,"51",NULL,"0","51","39.18","17.95","1","1","3","39.18","723","1","0"
"3695","2054","8","7","3",NULL,"113",NULL,"0","41","27.65","22.26","1","2","2","3939","22.26","2","0"
"3696","20210","7","2","5",NULL,"156",NULL,"0","19","13.99","24.59","4","2","1","13.99","24.59","2","0"
"3697","20569","1","11","3",NULL,"8","20569","0","50","27.65","24.98","3","4","1","2173","24.98","4","20569"
"3698","11452","6","9","3",NULL,"111",NULL,"0","74","27.65","17.95","1","4","3","3714","2408","4","0"
"3699","17534","8","8","5",NULL,"48",NULL,"0","38","31.92","7.67","2","2","3","31.92","7.67","2","0"
"3700","7313","4","11","2",NULL,"36",NULL,"0","48","6.5","17.95","4","2","1","6.5","1907","2","0"
"3701","2412","10","4","2",NULL,"119",NULL,"0","56","27.65","29.78","3","3","3","2132","29.78","3","0"
"3702","21114","10","15","1",NULL,"143",NULL,"0","51","41.87","23.63","1","1","2","41.87","23.63","1","0"
"3703","1167","4","12","2",NULL,"111",NULL,"1","45","22.51","17.95","3","3","4","22.51","1491","3","0"
"3704","12863","10","10","3",NULL,"52",NULL,"0","43","31.74","17.95","2","2","4","31.74","2967","2","0"
"3705","19616","7","5","2",NULL,"80",NULL,"0","36","27.65","17.95","2","2","1","3230","873","2","0"
"3706","3325","1","9","2",NULL,"26",NULL,"0","36","31.48","26.25","2","5","2","31.48","26.25","5","0"
"3707","4811","6","9","3",NULL,"176",NULL,"0","25","33.09","17.95","2","1","2","33.09","1572","1","0"
"3708","6223","4","5","2",NULL,"25",NULL,"0","23","27.65","17.95","1","2","3","5126","2209","2","0"
"3709","760","5","3","1",NULL,"69",NULL,"0","60","35.32","17.95","9","3","2","35.32","1142","3","0"
"3710","3365","9","12","2",NULL,"43",NULL,"0","58","27.65","295","2","3","3","2759","295","3","0"
"3711","8550","3","9","1",NULL,"124",NULL,"0","89","27.65","17.95","2","3","2","2987","1351","3","0"
"3712","8396","8","8","1",NULL,"45",NULL,"0","40","27.32","17.95","2","3","1","27.32","2269","3","0"
"3713","7422","2","10","2",NULL,"60",NULL,"0","34","27.65","7","3","1","2","2484","7","1","0"
"3714","23899","6","10","2",NULL,"174",NULL,"0","57","27.65","17.95","2","4","3","2513","612","4","0"
"3715","14113","9","13","2",NULL,"122","154369","0","54","27.65","15.94","2","2","1","3447","15.94","2","154369"
"3716","21541","2","13","3",NULL,"131",NULL,"0","59","27.65","17.95","1","2","3","3553","2160","2","0"
"3717","21541","7","13","1",NULL,"131",NULL,"0","59","27.65","14.5","3","3","2","2234","14.5","3","0"
"3718","17966","1","14","2",NULL,"25",NULL,"0","29","27.65","17.95","3","4","4","2472","1722","4","0"
"3719","10024","3","1","2",NULL,"6",NULL,"0","95","27.65","17.95","2","2","3","3181","1434","2","0"
"3720","33708","10","5","5",NULL,"64",NULL,"0","57","20.32","17.95","3","3","2","20.32","1618","3","0"
"3721","22965","2","8","5",NULL,"111",NULL,"1","91","27.65","18.01","2","3","3","2593","18.01","3","0"
"3722","3444","4","5","4",NULL,"92",NULL,"0","49","27.65","17.53","2","3","3","3314","17.53","3","0"
"3723","18253","9","4","2",NULL,"100",NULL,"0","48","27.65","27.29","2","2","3","3199","27.29","2","0"
"3724","20030","4","10","4",NULL,"161",NULL,"0","15","27.65","17.6","2","2","1","2654","17.6","2","0"
"3725","14528","7","5","2",NULL,"104",NULL,"0","35","35.39","17.95","1","3","1","35.39","876","3","0"
"3726","20046","6","10","1",NULL,"109",NULL,"0","44","27.65","10.85","1",NULL,"3","3684","10.85","0","0"
"3727","32197","6","11","2",NULL,"148",NULL,"0","50","27.65","15.49","2","2","1","2893","15.49","2","0"
"3728","21234","9","3","2",NULL,"83",NULL,"0","42","6.43","18.17","4","2","3","6.43","18.17","2","0"
"3729","32864","10","1","1",NULL,"46",NULL,"0","35","27.99","17.85","2","3","2","27.99","17.85","3","0"
"3730","4314","1","2","2",NULL,"42",NULL,"0","108","27.65","17.95","2","1","3","3067","1412","1","0"
"3731","11839","5","5","3",NULL,"117",NULL,"0","34","30.04","17.95","2","4","2","30.04","2306","4","0"
"3732","4331","8","15","2",NULL,"124",NULL,"0","66","32.08","17.95","2","3","1","32.08","1963","3","0"
"3733","21060","5","5","1",NULL,"75",NULL,"0","44","27.65","17.95","3","4","2","2374","1842","4","0"
"3734","22808","10","15","5",NULL,"1",NULL,"0","58","27.65","18.02","1","3","2","3744","18.02","3","0"
"3735","27823","1","13","1",NULL,"47",NULL,"0","64","27.65","17.95","2","2","3","3131","2331","2","0"
"3736","31417","8","13","5",NULL,"60","276865","0","60","28.28","17.95","2","1","3","28.28","1471","1","276865"
"3737","21235","6","13","3",NULL,"129",NULL,"0","47","34.63","17.95","2","2","4","34.63","1521","2","0"
"3738","33819","9","7","2",NULL,"84",NULL,"0","24","24.69","9.53","3","3","3","24.69","9.53","3","0"
"3739","22472","8","5","4",NULL,"64",NULL,"0","64","34.19","32.42","2","3","2","34.19","32.42","3","0"
"3740","15860","8","9","5",NULL,"85",NULL,"0","50","31.55","17.95","2","5","3","31.55","1809","5","0"
"3741","28883","5","5","5",NULL,"123",NULL,"0","90","27.65","17.95","1","3","4","3962","2635","3","0"
"3742","13576","3","1","3",NULL,"65",NULL,"0","82","27.47","17.95","2","3","3","27.47","2251","3","0"
"3743","18848","1","4","2",NULL,"17",NULL,"0","14","27.65","17.95","1","4","4","3689","1351","4","0"
"3744","17340","1","14","5",NULL,"82",NULL,"0","72","35.63","17.95","1","3","2","35.63","1409","3","0"
"3745","17340","7","14","1",NULL,"82",NULL,"0","72","27.65","17.95","4","1","3","573","2498","1","0"
"3746","33209","1","2","2",NULL,"165",NULL,"0","48","27.65","15.05","1","4","1","4710","15.05","4","0"
"3747","6322","8","9","1",NULL,"51",NULL,"0","26","27.65","24.66","2","5","1","999","24.66","5","0"
"3748","28262","5","9","5",NULL,"95",NULL,"0","48","27.65","14.69","2","1","3","3027","14.69","1","0"
"3749","19332","2","7","1",NULL,"65",NULL,"0","60","30.8","17.95","2","3","3","30.8","1768","3","0"
"3750","20632","10","13","4",NULL,"98",NULL,"0","34","7.08","17.95","4","1","1","7.08","2249","1","0"
"3751","3293","3","10","5",NULL,"162",NULL,"0","67","20.18","17.95","3","2","1","20.18","1378","2","0"
"3752","28023","4","12","2",NULL,"161",NULL,"0","11","19.53","19.91","3","3","3","19.53","19.91","3","0"
"3753","17469","5","1","2",NULL,"78",NULL,"0","42","25.99","17.71","2","2","4","25.99","17.71","2","0"
"3754","29063","9","2","2",NULL,"40",NULL,"0","57","31.73","19.1","2","3","2","31.73","19.1","3","0"
"3755","30196","7","10","3",NULL,"1",NULL,"0","31","10.12","17.95","4","2","3","10.12","2284","2","0"
"3756","20750","2","10","5",NULL,"93",NULL,"0","62","27.65","13.97","2","3","1","3075","13.97","3","0"
"3757","19857","3","12","3",NULL,"59",NULL,"0","5","27.65","17.95","3","2","4","1764","907","2","0"
"3758","16830","8","14","2",NULL,"72",NULL,"0","15","19.39","27.03","3","1","1","19.39","27.03","1","0"
"3759","17883","8","13","4",NULL,"57",NULL,"0","65","29.05","13.7","2","2","4","29.05","13.7","2","0"
"3760","20059","8","8","2",NULL,"155",NULL,"0","44","27.65","17.95","2","1","4","2514","1671","1","0"
"3761","26293","8","11","5",NULL,"167",NULL,"0","45","27.65","22.66","2","2","4","2619","22.66","2","0"
"3762","19095","5","4","2",NULL,"90",NULL,"0","85","27.65","17.95","4","3","3","514","1080","3","0"
"3763","4352","5","15","2",NULL,"54",NULL,"0","32","27.65","28.3","1","3","3","999","28.3","3","0"
"3764","5202","8","9","3",NULL,"137",NULL,"0","24","45.34","17.95","1","3","2","45.34","2288","3","0"
"3765","1224","2","9","2",NULL,"115",NULL,"0","54","36.31","17.95","1","1","3","36.31","1941","1","0"
"3766","24457","7","1","1",NULL,"37","199777","0","89","27.65","11.69","2","2","2","3158","11.69","2","199777"
"3767","13212","3","4","5",NULL,"58",NULL,"0","67","27.65","8.66","3","1","1","2317","8.66","1","0"
"3768","2474","10","10","5",NULL,"90",NULL,"0","26","34.86","17.95","2","4","3","34.86","2031","4","0"
"3769","12224","5","7","3",NULL,"89",NULL,"0","60","28.56","22.84","2","3","3","28.56","22.84","3","0"
"3770","12224","8","7","3",NULL,"89",NULL,"0","60","27.65","17.15","1","1","3","4312","17.15","1","0"
"3771","21736","10","11","2",NULL,"20",NULL,"0","75","27.65","17.95","2","2","2","3438","1792","2","0"
"3772","18122","3","12","3",NULL,"66",NULL,"0","27","27.65","17.95","1","2","3","3561","1485","2","0"
"3773","23152","2","14","4",NULL,"138",NULL,"0","52","27.65","12.95","3","3","1","2288","12.95","3","0"
"3774","13850","5","1","1",NULL,"84",NULL,"0","70","27.65","17.95","1","3","1","4052","1821","3","0"
"3775","17618","2","11","3",NULL,"96",NULL,"0","65","20.94","12.76","3","2","3","20.94","12.76","2","0"
"3776","2857","4","10","3",NULL,"133","108049","0","71","27.65","17.69","2","1","3","2777","17.69","1","108049"
"3777","32662","7","11","5",NULL,"93",NULL,"0","25","27.65","17.95","4","2","4","1133","1722","2","0"
"3778","8757","1","3","1",NULL,"78",NULL,"0","54","27.65","17.95","2","2","2","2638","2510","2","0"
"3779","2325","3","1","3",NULL,"108",NULL,"0","9","27.43","24.18","2",NULL,"1","27.43","24.18","0","0"
"3780","5504","6","15","1",NULL,"131",NULL,"0","92","31.83","17.95","9","3","2","31.83","1168","3","0"
"3781","26892","3","12","3",NULL,"101",NULL,"0","44","10.93","29.24","4","2","1","10.93","29.24","2","0"
"3782","23116","6","3","5",NULL,"28",NULL,"0","54","27.65","17.95","2","3","3","3393","1513","3","0"
"3783","391","10","12","1",NULL,"100",NULL,"0","52","29.97","15.98","2","3","2","29.97","15.98","3","0"
"3784","12976","1","4","4",NULL,"31",NULL,"0","7","7.47","15.98","9","4","2","7.47","15.98","4","0"
"3785","3032","8","8","2",NULL,"168",NULL,"0","41","27.65","17.95","2","2","3","2704","2556","2","0"
"3786","31982","4","4","1",NULL,"108",NULL,"0","71","21.67","17.95","3","4","3","21.67","1257","4","0"
"3787","17019","10","15","1",NULL,"55",NULL,"0","25","27.65","17.95","2","1","3","3153","1484","1","0"
"3788","9921","2","12","1",NULL,"5",NULL,"0","20","28.88","17.95","2","3","3","28.88","2126","3","0"
"3789","30505","6","8","3",NULL,"135","346081","0","74","27.65","22.74","2","2","4","2596","22.74","2","346081"
"3790","32424","4","10","5",NULL,"90",NULL,"0","65","38.82","17.95","1","4","4","38.82","1531","4","0"
"3791","11238","3","3","2",NULL,"106",NULL,"0","53","27.65","17.95","3","1","3","2416","2584","1","0"
"3792","15442","6","10","1",NULL,"16",NULL,"0","86","23.1","13.58","3","5","2","23.1","13.58","5","0"
"3793","19373","4","4","3",NULL,"148",NULL,"0","41","27.65","563","3","3","1","2483","563","3","0"
"3794","20224","5","2","1",NULL,"40",NULL,"0","29","22.74","17.95","3","1","4","22.74","2875","1","0"
"3795","3298","6","11","5",NULL,"56",NULL,"0","67","27.65","17.95","1","1","1","4178","2300","1","0"
"3796","17245","2","5","1",NULL,"107",NULL,"0","56","34.55","16.74","2","4","2","34.55","16.74","4","0"
"3797","15998","2","7","3",NULL,"74",NULL,"0","23","20.16","17.95","3","2","1","20.16","1334","2","0"
"3798","27873","9","11","2",NULL,"113",NULL,"0","53","14.11","500","4","2","3","14.11","-500","2","0"
"3799","12653","8","5","4",NULL,"37",NULL,"0","53","27.65","17.95","1","3","2","3946","1585","3","0"
"3800","10717","4","4","4",NULL,"106",NULL,"0","57","23.1","18.56","3","3","2","23.1","18.56","3","0"
"3801","15789","1","2","5",NULL,"153",NULL,"0","27","27.65","17.95","3","4","2","1713","1363","4","0"
"3802","15789","9","2","3",NULL,"153",NULL,"0","27","41.64","23.29","1","3","3","41.64","23.29","3","0"
"3803","24170","6","14","1",NULL,"31",NULL,"0","35","21.52","20.89","3","1","2","21.52","20.89","1","0"
"3804","34249","6","11","2",NULL,"108","349825","0","37","27.65","17.95","2","2","2","2974","2641","2","349825"
"3805","22061","9","10","1",NULL,"142",NULL,"0","63","27.65","17.95","3","2","3","2407","2381","2","0"
"3806","27630","8","11","2",NULL,"136",NULL,"0","40","27.65","17.95","3","3","3","2127","2945","3","0"
"3807","22533","4","4","2",NULL,"134",NULL,"0","10","43.46","17.95","1","2","3","43.46","1735","2","0"
"3808","9291","10","4","2",NULL,"15",NULL,"0","21","27.19","17.95","2","2","2","27.19","1326","2","0"
"3809","15886","6","14","4",NULL,"78",NULL,"0","36","27.65","500","1","1","1","3830","-500","1","0"
"3810","28962","2","8","4",NULL,"33",NULL,"0","21","27.65","17.95","3","4","1","2028","1885","4","0"
"3811","879","2","13","3",NULL,"37",NULL,"0","92","27.65","17.95","2","5","2","2787","3822","5","0"
"3812","879","4","13","5",NULL,"37",NULL,"0","92","27.65","17.95","1","3","1","4081","2205","3","0"
"3813","879","3","13","5",NULL,"37",NULL,"0","92","27.65","28.68","2","3","2","3019","28.68","3","0"
"3814","33141","9","7","4",NULL,"132",NULL,"0","67","27.65","17.95","2","2","4","2566","1968","2","0"
"3815","8542","5","8","4",NULL,"78",NULL,"0","44","10.83","17.95","4","1","3","10.83","1380","1","0"
"3816","29057","1","10","1",NULL,"97",NULL,"0","74","27.65","13.72","9","3","5","2724","13.72","3","0"
"3817","19692","9","3","2",NULL,"149",NULL,"0","25","27.65","17.95","2","4","1","3299","1837","4","0"
"3818","19653","4","5","2",NULL,"5",NULL,"0","60","22.66","17.95","3","1","3","22.66","699","1","0"
"3819","15544","8","8","5",NULL,"15",NULL,"0","55","40.62","14.3","1","2","4","40.62","14.3","2","0"
"3820","25316","6","8","2",NULL,"125",NULL,"0","15","27.65","17.95","3","4","2","2339","790","4","0"
"3821","23854","1","11","2",NULL,"173",NULL,"0","65","39.02","17.95","1","3","2","39.02","1355","3","0"
"3822","2726","2","7","3",NULL,"147",NULL,"0","41","27.65","17.95","3","2","3","1550","1938","2","0"
"3823","8605","9","3","5",NULL,"19",NULL,"0","42","19.55","17.95","3","3","2","19.55","1808","3","0"
"3824","13104","5","8","2",NULL,"97",NULL,"0","69","27.65","17.95","2","4","1","2928","2426","4","0"
"3825","18407","5","5","2",NULL,"114",NULL,"0","64","27.65","17.95","3","3","1","1903","2522","3","0"
"3826","19331","8","15","2",NULL,"155",NULL,"0","56","27.65","17.95","2","1","1","2756","2774","1","0"
"3827","29057","1","12","1",NULL,"109",NULL,"0","41","27.65","13.72","9","3","5","2724","13.72","3","0"
"3828","7757","2","8","3",NULL,"10",NULL,"0","38","27.65","17.95","1","1","5","4989","2019","1","0"
"3829","1564","4","9","2",NULL,"40",NULL,"0","4","27.65","6.93","2","4","1","3246","6.93","4","0"
"3830","4759","10","4","1",NULL,"178",NULL,"0","40","24.36","22.46","3","3","3","24.36","22.46","3","0"
"3831","23402","1","5","2",NULL,"61",NULL,"0","75","27.65","19.14","1","3","3","3560","19.14","3","0"
"3832","30592","1","8","1",NULL,"119",NULL,"0","39","29.45","17.95","2","3","1","29.45","966","3","0"
"3833","29048","6","11","2",NULL,"77",NULL,"0","36","38.33","500","1","5","3","38.33","-500","5","0"
"3834","8887","10","14","3",NULL,"55",NULL,"0","45","33.16","17.95","2","1","3","33.16","1971","1","0"
"3835","26653","3","7","3",NULL,"24",NULL,"0","42","44.08","17.95","1","1","3","44.08","1843","1","0"
"3836","1632","1","1","2",NULL,"6",NULL,"0","57","25.51","8.6","2","3","3","25.51","8.6","3","0"
"3837","18038","1","12","2",NULL,"56",NULL,"0","41","35.21","14.04","1","1","3","35.21","14.04","1","0"
"3838","6930","5","8","2",NULL,"110",NULL,"0","26","28.37","17.95","2","3","2","28.37","2700","3","0"
"3839","11349","4","12","2",NULL,"126",NULL,"0","42","27.65","12.73","2","1","3","2878","12.73","1","0"
"3840","26449","8","9","4",NULL,"38","271897","0","34","27.65","16.73","2",NULL,"3","3156","16.73","0","271897"
"3841","8929","6","2","2",NULL,"136","324505","0","62","45.28","17.95","1","1","3","45.28","3214","1","324505"
"3842","25073","7","5","1",NULL,"31",NULL,"0","42","27.65","544","2","2","3","3077","544","2","0"
"3843","20713","5","14","2",NULL,"10","301225","0","41","18.2","24.21","3","2","2","18.2","24.21","2","301225"
"3844","28303","4","8","2",NULL,"94",NULL,"0","34","27.65","17.95","2","2","1","2680","1611","2","0"
"3845","27766","2","5","1",NULL,"11",NULL,"0","51","33.97","17.95","2","4","2","33.97","2664","4","0"
"3846","13041","2","3","3",NULL,"147",NULL,"0","75","27.65","17.95","2","2","3","3200","1300","2","0"
"3847","25565","6","7","3",NULL,"10",NULL,"0","34","16.17","17.95","3","3","4","16.17","2760","3","0"
"3848","25565","1","7","2",NULL,"10",NULL,"0","34","27.65","19.87","1","3","4","3714","19.87","3","0"
"3849","18407","5","13","2",NULL,"178",NULL,"0","19","27.65","17.95","3","3","1","1903","2522","3","0"
"3850","6536","7","15","3",NULL,"19",NULL,"0","69","27.65","13.48","1","3","1","3940","13.48","3","0"
"3851","8712","10","12","3",NULL,"146",NULL,"0","14","27.65","18.59","2","5","4","2787","18.59","5","0"
"3852","30229","3","2","3",NULL,"146",NULL,"1","48","27.65","17.95","4","2","2","587","1824","2","0"
"3853","17127","10","3","2",NULL,"20",NULL,"0","22","27.65","17.95","4","4","2","1206","1466","4","0"
"3854","12329","2","14","1",NULL,"98",NULL,"0","14","9.01","17.95","4","2","2","9.01","2282","2","0"
"3855","391","10","3","1",NULL,"70",NULL,"0","50","29.97","15.98","2","3","2","29.97","15.98","3","0"
"3856","2453","6","12","3",NULL,"68",NULL,"0","61","34.56","14.74","2","1","3","34.56","14.74","1","0"
"3857","19992","6","7","2",NULL,"83",NULL,"0","40","27.65","17.95","3","3","2","2299","1758","3","0"
"3858","23325","3","4","3",NULL,"68",NULL,"0","8","27.65","10.35","4","3","3","1387","10.35","3","0"
"3859","20967","6","10","5",NULL,"165",NULL,"0","33","14.05","17.95","4","1","1","14.05","1905","1","0"
"3860","27246","1","11","5",NULL,"160",NULL,"0","42","27.65","17.95","3","2","3","1892","1474","2","0"
"3861","18886","8","7","2",NULL,"155",NULL,"0","69","27.38","17.95","2","3","4","27.38","714","3","0"
"3862","17831","6","12","3",NULL,"65",NULL,"0","25","34.09","20.65","2","2","2","34.09","20.65","2","0"
"3863","29387","3","14","2",NULL,"25",NULL,"0","55","7.32","31.3","4","2","1","7.32","31.3","2","0"
"3864","1797","7","5","2",NULL,"113",NULL,"0","47","27.65","17.95","2","4","4","3140","1033","4","0"
"3865","16904","6","14","1",NULL,"144",NULL,"0","45","4.36","17.95","5","2","3","4.36","1527","2","0"
"3866","4007","8","7","1",NULL,"1",NULL,"0","45","27.65","17.95","2","4","2","3295","1611","4","0"
"3867","12120","2","15","1",NULL,"41",NULL,"0","35","30.64","17.95","2","2","2","30.64","1308","2","0"
"3868","22952","6","9","1",NULL,"113",NULL,"0","31","27.65","17.95","3","2","2","2449","2799","2","0"
"3869","1833","8","5","2",NULL,"30",NULL,"0","38","27.65","17.95","1","1","3","3566","945","1","0"
"3870","12787","3","9","3",NULL,"86",NULL,"0","39","35.46","19.13","1","3","2","35.46","19.13","3","0"
"3871","18122","3","12","3",NULL,"55",NULL,"0","11","27.65","17.95","1","2","3","3561","1485","2","0"
"3872","7535","10","7","1",NULL,"84",NULL,"0","13","27.65","17.95","3","2","4","2060","1360","2","0"
"3873","14494","9","4","5",NULL,"157",NULL,"0","52","14.5","17.95","4","3","4","14.5","3298","3","0"
"3874","30772","8","5","2",NULL,"32",NULL,"0","90","10.65","17.95","4","2","2","10.65","2220","2","0"
"3875","23063","3","5","1",NULL,"19",NULL,"0","32","27.65","22.19","2","3","2","2651","22.19","3","0"
"3876","17027","10","15","2",NULL,"21",NULL,"0","53","40.96","17.95","1","2","3","40.96","869","2","0"
"3877","27828","4","15","1",NULL,"57",NULL,"0","73","27.65","27.77","2","3","1","2735","27.77","3","0"
"3878","31453","8","7","4",NULL,"10",NULL,"0","35","24.25","17.95","3","3","3","24.25","1347","3","0"
"3879","16892","6","1","3",NULL,"144",NULL,"0","52","27.65","11.75","2","2","2","2607","11.75","2","0"
"3880","7516","7","2","1",NULL,"62",NULL,"0","67","20.69","13.7","3","3","2","20.69","13.7","3","0"
"3881","7209","2","11","2",NULL,"178",NULL,"0","0","8.15","22.58","4","2","3","8.15","22.58","2","0"
"3882","24271","7","5","2",NULL,"87",NULL,"0","19","27.65","25.25","4","4","2","1429","25.25","4","0"
"3883","18808","3","4","2",NULL,"18",NULL,"0","37","27.65","17.95","2","4","2","3080","2132","4","0"
"3884","16148","7","9","2",NULL,"118",NULL,"0","36","18.98","15.88","3","3","2","18.98","15.88","3","0"
"3885","4108","5","11","2",NULL,"7",NULL,"0","46","15.95","28.64","3","2","3","15.95","28.64","2","0"
